,image_id,category_id,area,bbox,iscrowd,id,x_min,y_min,height,width,x_max,y_max,ctr_x,ctr_y,ratio
5148,1063,5,1020.84,"[446.6, 268.2, 36.2, 28.2]",0,5148,446.6,268.2,36.2,28.2,482.8,296.4,464.70000000000005,282.3,1.2836879432624115
5149,1063,1,40569.72,"[504.9, 243.8, 226.9, 178.8]",0,5149,504.9,243.8,226.9,178.8,731.8,422.6,618.35,333.20000000000005,1.2690156599552571
5150,1063,1,40485.61,"[497.8, 226.5, 212.3, 190.7]",0,5150,497.8,226.5,212.3,190.7,710.1,417.2,603.95,321.85,1.1132669113791296
5151,1063,3,6371.4,"[322.7, 292.1, 41.0, 155.4]",0,5151,322.7,292.1,41.0,155.4,363.7,447.5,343.2,369.8,0.26383526383526384
5152,1063,7,23453.44,"[323.7, 320.3, 200.8, 116.8]",0,5152,323.7,320.3,200.8,116.8,524.5,437.1,424.1,378.7,1.719178082191781
5153,1063,7,1447.3,"[536.0, 370.8, 41.0, 35.3]",0,5153,536.0,370.8,41.0,35.3,577.0,406.1,556.5,388.45,1.161473087818697
5154,1063,7,4711.95,"[401.9, 372.3, 141.5, 33.3]",0,5154,401.9,372.3,141.5,33.3,543.4,405.6,472.65,388.95,4.2492492492492495
5155,1063,5,3470.6,"[415.8, 379.4, 103.6, 33.5]",0,5155,415.8,379.4,103.6,33.5,519.4,412.9,467.6,396.15,3.0925373134328358
5156,1063,5,6854.25,"[553.0, 339.3, 97.5, 70.3]",0,5156,553.0,339.3,97.5,70.3,650.5,409.6,601.75,374.45,1.3869132290184922
5157,1063,7,65511.82,"[565.2, 391.1, 266.2, 246.1]",0,5157,565.2,391.1,266.2,246.1,831.4000000000001,637.2,698.3000000000001,514.15,1.0816741162129215
5158,1063,5,1172.92,"[645.1, 509.2, 41.3, 28.4]",0,5158,645.1,509.2,41.3,28.4,686.4,537.6,665.75,523.4,1.454225352112676
5159,1063,0,0.56,"[647.8, 460.2, 0.7, 0.8]",0,5159,647.8,460.2,0.7,0.8,648.5,461.0,648.15,460.59999999999997,0.8749999999999999
5160,1063,2,2600.04,"[631.2, 461.2, 46.1, 56.4]",0,5160,631.2,461.2,46.1,56.4,677.3000000000001,517.6,654.25,489.4,0.8173758865248227
5161,1063,5,2848.7,"[644.4, 536.6, 46.7, 61.0]",0,5161,644.4,536.6,46.7,61.0,691.1,597.6,667.75,567.1,0.7655737704918033
5162,1063,7,63894.18,"[323.0, 400.8, 204.2, 312.9]",0,5162,323.0,400.8,204.2,312.9,527.2,713.7,425.1,557.25,0.6526046660274848
5163,1063,2,804.81,"[424.0, 437.3, 41.7, 19.3]",0,5163,424.0,437.3,41.7,19.3,465.7,456.6,444.85,446.95,2.160621761658031
5164,1063,7,60320.26,"[494.7, 485.3, 177.1, 340.6]",0,5164,494.7,485.3,177.1,340.6,671.8,825.9000000000001,583.25,655.6,0.519964768056371
5165,1063,5,9213.0,"[486.6, 396.4, 83.0, 111.0]",0,5165,486.6,396.4,83.0,111.0,569.6,507.4,528.1,451.9,0.7477477477477478
5166,1063,5,7567.56,"[534.7, 442.7, 81.9, 92.4]",0,5166,534.7,442.7,81.9,92.4,616.6,535.1,575.6500000000001,488.9,0.8863636363636364
5167,1063,0,7773.87,"[500.5, 470.6, 120.9, 64.3]",0,5167,500.5,470.6,120.9,64.3,621.4,534.9,560.95,502.75,1.8802488335925351
5168,1063,7,54592.8,"[641.7, 579.8, 211.6, 258.0]",0,5168,641.7,579.8,211.6,258.0,853.3000000000001,837.8,747.5,708.8,0.8201550387596899
5169,1063,7,14965.72,"[290.5, 632.9, 124.3, 120.4]",0,5169,290.5,632.9,124.3,120.4,414.8,753.3,352.65,693.1,1.032392026578073
5170,1063,5,8948.94,"[626.1, 418.5, 89.4, 100.1]",0,5170,626.1,418.5,89.4,100.1,715.5,518.6,670.8000000000001,468.55,0.8931068931068932
5171,1063,1,2122.37,"[669.1, 416.5, 56.9, 37.3]",0,5171,669.1,416.5,56.9,37.3,726.0,453.8,697.5500000000001,435.15,1.5254691689008044
5172,1063,5,9262.5,"[631.5, 413.7, 97.5, 95.0]",0,5172,631.5,413.7,97.5,95.0,729.0,508.7,680.25,461.2,1.0263157894736843
5173,1064,2,85148.65,"[449.5, 321.2, 193.3, 440.5]",0,5173,449.5,321.2,193.3,440.5,642.8,761.7,546.15,541.45,0.4388195232690125
5174,1064,7,245667.72,"[0.0, 92.7, 406.6, 604.2]",0,5174,0.0,92.7,406.6,604.2,406.6,696.9000000000001,203.3,394.8,0.6729559748427673
5175,1065,0,2672.88,"[733.2, 161.9, 60.2, 44.4]",0,5175,733.2,161.9,60.2,44.4,793.4000000000001,206.3,763.3000000000001,184.1,1.355855855855856
5176,1065,0,47701.29,"[163.3, 479.8, 131.3, 363.3]",0,5176,163.3,479.8,131.3,363.3,294.6,843.1,228.95000000000002,661.45,0.3614093036058354
5177,1065,1,46399.71,"[263.4, 518.4, 165.3, 280.7]",0,5177,263.4,518.4,165.3,280.7,428.7,799.0999999999999,346.04999999999995,658.75,0.5888849305308159
5178,1065,1,17531.1,"[282.4, 589.5, 135.9, 129.0]",0,5178,282.4,589.5,135.9,129.0,418.29999999999995,718.5,350.34999999999997,654.0,1.0534883720930233
5179,1065,0,220899.44,"[357.6, 538.1, 454.9, 485.6]",0,5179,357.6,538.1,454.9,485.6,812.5,1023.7,585.05,780.9000000000001,0.9367792421746293
5180,1065,1,16997.76,"[373.6, 625.1, 295.1, 57.6]",0,5180,373.6,625.1,295.1,57.6,668.7,682.7,521.1500000000001,653.9,5.123263888888889
5181,1065,1,12017.1,"[399.2, 606.5, 293.1, 41.0]",0,5181,399.2,606.5,293.1,41.0,692.3,647.5,545.75,627.0,7.148780487804879
5182,1065,0,3714.12,"[687.2, 335.2, 54.3, 68.4]",0,5182,687.2,335.2,54.3,68.4,741.5,403.6,714.35,369.4,0.7938596491228069
5183,1065,1,27510.0,"[190.0, 238.7, 91.7, 300.0]",0,5183,190.0,238.7,91.7,300.0,281.7,538.7,235.85,388.7,0.3056666666666667
5184,1065,0,1859.06,"[704.0, 165.9, 34.3, 54.2]",0,5184,704.0,165.9,34.3,54.2,738.3,220.10000000000002,721.15,193.0,0.632841328413284
5185,1065,2,5627.41,"[678.3, 57.9, 56.9, 98.9]",0,5185,678.3,57.9,56.9,98.9,735.1999999999999,156.8,706.75,107.35,0.5753286147623862
5186,1065,0,1116.0,"[686.7, 144.9, 30.0, 37.2]",0,5186,686.7,144.9,30.0,37.2,716.7,182.10000000000002,701.7,163.5,0.8064516129032258
5187,1065,0,3300.95,"[729.1, 187.3, 61.7, 53.5]",0,5187,729.1,187.3,61.7,53.5,790.8000000000001,240.8,759.95,214.05,1.1532710280373832
5188,1065,5,8178.78,"[656.3, 217.7, 100.6, 81.3]",0,5188,656.3,217.7,100.6,81.3,756.9,299.0,706.5999999999999,258.34999999999997,1.2373923739237391
5189,1065,5,1434.24,"[692.6, 194.0, 43.2, 33.2]",0,5189,692.6,194.0,43.2,33.2,735.8000000000001,227.2,714.2,210.6,1.3012048192771084
5190,1065,7,1770.12,"[637.0, 275.0, 29.7, 59.6]",0,5190,637.0,275.0,29.7,59.6,666.7,334.6,651.85,304.8,0.4983221476510067
5191,1065,7,71813.28,"[437.3, 0.0, 255.2, 281.4]",0,5191,437.3,0.0,255.2,281.4,692.5,281.4,564.9,140.7,0.9068941009239517
5192,1065,1,169605.0,"[264.1, 126.0, 450.0, 376.9]",0,5192,264.1,126.0,450.0,376.9,714.1,502.9,489.1,314.45,1.1939506500397985
5193,1065,1,22232.68,"[271.2, 229.9, 135.4, 164.2]",0,5193,271.2,229.9,135.4,164.2,406.6,394.1,338.9,312.0,0.8246041412911085
5194,1065,0,5962.33,"[251.2, 295.3, 73.7, 80.9]",0,5194,251.2,295.3,73.7,80.9,324.9,376.20000000000005,288.05,335.75,0.9110012360939431
5195,1065,0,4052.02,"[224.8, 383.0, 72.1, 56.2]",0,5195,224.8,383.0,72.1,56.2,296.9,439.2,260.85,411.1,1.282918149466192
5196,1065,1,90983.31,"[280.9, 425.0, 467.3, 194.7]",0,5196,280.9,425.0,467.3,194.7,748.2,619.7,514.55,522.35,2.4001027221366207
5197,1065,1,49581.18,"[410.2, 461.9, 294.6, 168.3]",0,5197,410.2,461.9,294.6,168.3,704.8,630.2,557.5,546.05,1.750445632798574
5198,1065,1,5191.84,"[616.9, 465.6, 59.2, 87.7]",0,5198,616.9,465.6,59.2,87.7,676.1,553.3000000000001,646.5,509.45000000000005,0.6750285062713797
5199,1065,1,33003.36,"[285.7, 370.8, 447.2, 73.8]",0,5199,285.7,370.8,447.2,73.8,732.9,444.6,509.29999999999995,407.7,6.059620596205962
5200,1065,1,3341.1,"[323.8, 590.2, 77.7, 43.0]",0,5200,323.8,590.2,77.7,43.0,401.5,633.2,362.65000000000003,611.7,1.8069767441860465
5201,1065,1,71291.1,"[348.7, 409.7, 334.7, 213.0]",0,5201,348.7,409.7,334.7,213.0,683.4,622.7,516.05,516.2,1.571361502347418
5202,1066,1,344824.27,"[81.9, 340.1, 790.7, 436.1]",0,5202,81.9,340.1,790.7,436.1,872.6,776.2,477.25,558.1500000000001,1.8131162577390507
5203,1066,7,138803.68,"[0.0, 604.2, 330.8, 419.6]",0,5203,0.0,604.2,330.8,419.6,330.8,1023.8000000000001,165.4,814.0,0.7883698760724499
5204,1066,1,253906.4,"[66.7, 414.7, 756.8, 335.5]",0,5204,66.7,414.7,756.8,335.5,823.5,750.2,445.09999999999997,582.45,2.2557377049180327
5205,1066,1,210257.36,"[136.8, 283.2, 583.4, 360.4]",0,5205,136.8,283.2,583.4,360.4,720.2,643.5999999999999,428.5,463.4,1.618756936736959
5206,1067,7,19281.24,"[378.7, 110.7, 89.1, 216.4]",0,5206,378.7,110.7,89.1,216.4,467.79999999999995,327.1,423.25,218.9,0.4117375231053604
5207,1067,7,11529.33,"[471.1, 11.5, 68.1, 169.3]",0,5207,471.1,11.5,68.1,169.3,539.2,180.8,505.15000000000003,96.15,0.4022445363260484
5208,1067,7,27622.55,"[638.7, 342.7, 125.5, 220.1]",0,5208,638.7,342.7,125.5,220.1,764.2,562.8,701.45,452.75,0.5701953657428441
5209,1067,7,95440.8,"[432.0, 120.2, 241.5, 395.2]",0,5209,432.0,120.2,241.5,395.2,673.5,515.4,552.75,317.8,0.611082995951417
5210,1067,7,76524.0,"[573.2, 416.2, 210.0, 364.4]",0,5210,573.2,416.2,210.0,364.4,783.2,780.5999999999999,678.2,598.4,0.5762897914379803
5211,1067,7,12464.76,"[376.6, 230.9, 62.7, 198.8]",0,5211,376.6,230.9,62.7,198.8,439.3,429.70000000000005,407.95000000000005,330.3,0.3153923541247485
5212,1067,7,2542.48,"[342.6, 102.9, 52.1, 48.8]",0,5212,342.6,102.9,52.1,48.8,394.70000000000005,151.7,368.65000000000003,127.30000000000001,1.0676229508196722
5213,1067,7,38154.6,"[333.2, 409.7, 141.0, 270.6]",0,5213,333.2,409.7,141.0,270.6,474.2,680.3,403.7,545.0,0.5210643015521064
5214,1067,7,83808.0,"[410.4, 450.7, 192.0, 436.5]",0,5214,410.4,450.7,192.0,436.5,602.4,887.2,506.4,668.95,0.43986254295532645
5215,1067,7,94117.31,"[166.1, 454.1, 198.1, 475.1]",0,5215,166.1,454.1,198.1,475.1,364.2,929.2,265.15,691.6500000000001,0.4169648495053673
5216,1067,7,139155.93,"[158.0, 83.0, 236.7, 587.9]",0,5216,158.0,83.0,236.7,587.9,394.7,670.9,276.35,376.95,0.4026194931110733
5217,1067,7,2619.42,"[503.4, 0.0, 44.7, 58.6]",0,5217,503.4,0.0,44.7,58.6,548.1,58.6,525.75,29.3,0.7627986348122867
5218,1067,0,1074.24,"[230.3, 527.9, 37.3, 28.8]",0,5218,230.3,527.9,37.3,28.8,267.6,556.6999999999999,248.95000000000002,542.3,1.2951388888888888
5219,1067,0,1575.0,"[312.1, 511.0, 30.0, 52.5]",0,5219,312.1,511.0,30.0,52.5,342.1,563.5,327.1,537.25,0.5714285714285714
5220,1068,7,32494.05,"[607.2, 222.7, 244.5, 132.9]",0,5220,607.2,222.7,244.5,132.9,851.7,355.6,729.45,289.15,1.8397291196388261
5221,1068,6,2760.94,"[610.3, 243.6, 51.8, 53.3]",0,5221,610.3,243.6,51.8,53.3,662.0999999999999,296.9,636.1999999999999,270.25,0.9718574108818011
5222,1068,6,7331.59,"[626.1, 232.7, 103.7, 70.7]",0,5222,626.1,232.7,103.7,70.7,729.8000000000001,303.4,677.95,268.05,1.4667609618104667
5223,1068,6,5423.36,"[637.7, 285.0, 89.2, 60.8]",0,5223,637.7,285.0,89.2,60.8,726.9000000000001,345.8,682.3000000000001,315.4,1.467105263157895
5224,1068,6,2394.12,"[614.6, 308.4, 56.2, 42.6]",0,5224,614.6,308.4,56.2,42.6,670.8000000000001,351.0,642.7,329.7,1.3192488262910798
5225,1068,6,7760.64,"[717.4, 251.2, 75.2, 103.2]",0,5225,717.4,251.2,75.2,103.2,792.6,354.4,755.0,302.8,0.7286821705426356
5226,1068,6,4436.5,"[741.1, 224.7, 95.0, 46.7]",0,5226,741.1,224.7,95.0,46.7,836.1,271.4,788.6,248.04999999999998,2.0342612419700212
5227,1069,0,207346.81,"[127.0, 367.2, 606.1, 342.1]",0,5227,127.0,367.2,606.1,342.1,733.1,709.3,430.05,538.25,1.7717041800643085
5228,1070,5,448973.06,"[60.6, 182.3, 763.3, 588.2]",0,5228,60.6,182.3,763.3,588.2,823.9,770.5,442.25,476.40000000000003,1.297687861271676
5229,1071,7,54139.38,"[573.3, 261.6, 246.2, 219.9]",0,5229,573.3,261.6,246.2,219.9,819.5,481.5,696.4,371.55,1.1195998180991358
5230,1071,3,67167.66,"[353.9, 384.0, 265.8, 252.7]",0,5230,353.9,384.0,265.8,252.7,619.7,636.7,486.79999999999995,510.35,1.0518401266323705
5231,1071,0,4628.14,"[417.5, 456.6, 119.9, 38.6]",0,5231,417.5,456.6,119.9,38.6,537.4,495.20000000000005,477.45,475.90000000000003,3.106217616580311
5232,1071,0,8881.86,"[472.7, 477.0, 115.8, 76.7]",0,5232,472.7,477.0,115.8,76.7,588.5,553.7,530.6,515.35,1.5097783572359842
5233,1071,0,6668.75,"[377.2, 486.6, 106.7, 62.5]",0,5233,377.2,486.6,106.7,62.5,483.9,549.1,430.55,517.85,1.7072
5234,1071,0,894.66,"[730.4, 362.9, 120.9, 7.4]",0,5234,730.4,362.9,120.9,7.4,851.3,370.29999999999995,790.85,366.59999999999997,16.33783783783784
5235,1072,5,240441.65,"[127.0, 306.0, 622.1, 386.5]",0,5235,127.0,306.0,622.1,386.5,749.1,692.5,438.05,499.25,1.6095730918499354
5236,1073,0,280615.41,"[211.0, 174.7, 437.3, 641.7]",0,5236,211.0,174.7,437.3,641.7,648.3,816.4000000000001,429.65,495.55,0.6814710924107839
5237,1074,0,8678.96,"[477.0, 414.8, 69.1, 125.6]",0,5237,477.0,414.8,69.1,125.6,546.1,540.4,511.55,477.6,0.5501592356687898
5238,1074,1,5991.04,"[371.3, 323.7, 59.2, 101.2]",0,5238,371.3,323.7,59.2,101.2,430.5,424.9,400.90000000000003,374.3,0.5849802371541503
5239,1074,1,3180.62,"[363.7, 345.7, 21.8, 145.9]",0,5239,363.7,345.7,21.8,145.9,385.5,491.6,374.59999999999997,418.65,0.14941740918437285
5240,1075,0,37360.0,"[162.3, 399.2, 800.0, 46.7]",0,5240,162.3,399.2,800.0,46.7,962.3,445.9,562.3,422.55,17.130620985010705
5241,1076,0,548611.18,"[83.0, 85.3, 705.7, 777.4]",0,5241,83.0,85.3,705.7,777.4,788.7,862.6999999999999,435.85,474.0,0.9077694880370466
5242,1077,1,77098.16,"[93.3, 368.3, 307.9, 250.4]",0,5242,93.3,368.3,307.9,250.4,401.2,618.7,247.25,493.5,1.2296325878594248
5243,1077,1,316261.27,"[191.6, 494.4, 673.9, 469.3]",0,5243,191.6,494.4,673.9,469.3,865.5,963.7,528.55,729.05,1.4359684636692946
5244,1078,0,309220.62,"[162.5, 230.3, 500.6, 617.7]",0,5244,162.5,230.3,500.6,617.7,663.1,848.0,412.8,539.1500000000001,0.8104257730289784
5245,1079,0,208982.5,"[231.6, 245.3, 467.0, 447.5]",0,5245,231.6,245.3,467.0,447.5,698.6,692.8,465.1,469.05,1.0435754189944133
5246,1080,0,122575.65,"[458.7, 257.0, 233.7, 524.5]",0,5246,458.7,257.0,233.7,524.5,692.4,781.5,575.55,519.25,0.4455672068636797
5247,1081,5,48585.12,"[388.4, 416.5, 239.1, 203.2]",0,5247,388.4,416.5,239.1,203.2,627.5,619.7,507.95,518.1,1.1766732283464567
5248,1081,0,1926.48,"[560.1, 608.2, 55.2, 34.9]",0,5248,560.1,608.2,55.2,34.9,615.3000000000001,643.1,587.7,625.6500000000001,1.5816618911174787
5249,1082,7,90970.01,"[385.6, 333.6, 259.1, 351.1]",0,5249,385.6,333.6,259.1,351.1,644.7,684.7,515.1500000000001,509.15000000000003,0.7379663913414982
5250,1082,0,134998.09,"[369.1, 185.8, 270.7, 498.7]",0,5250,369.1,185.8,270.7,498.7,639.8,684.5,504.45000000000005,435.15,0.5428113094044515
5251,1083,9,550380.95,"[132.4, 127.0, 674.9, 815.5]",0,5251,132.4,127.0,674.9,815.5,807.3,942.5,469.85,534.75,0.8275904353157572
5252,1084,1,14128.14,"[0.0, 870.3, 92.1, 153.4]",0,5252,0.0,870.3,92.1,153.4,92.1,1023.6999999999999,46.05,947.0,0.6003911342894394
5253,1084,1,30516.92,"[874.3, 698.9, 149.3, 204.4]",0,5253,874.3,698.9,149.3,204.4,1023.5999999999999,903.3,948.9499999999999,801.1,0.7304305283757339
5254,1084,1,18375.28,"[851.0, 898.3, 172.7, 106.4]",0,5254,851.0,898.3,172.7,106.4,1023.7,1004.6999999999999,937.35,951.5,1.6231203007518795
5255,1084,1,16327.65,"[862.1, 922.7, 161.5, 101.1]",0,5255,862.1,922.7,161.5,101.1,1023.6,1023.8000000000001,942.85,973.25,1.5974282888229476
5256,1084,1,129637.2,"[80.9, 862.7, 805.2, 161.0]",0,5256,80.9,862.7,805.2,161.0,886.1,1023.7,483.5,943.2,5.001242236024845
5257,1084,1,402030.72,"[0.3, 506.2, 991.2, 405.6]",0,5257,0.3,506.2,991.2,405.6,991.5,911.8,495.90000000000003,709.0,2.4437869822485205
5258,1084,1,536623.54,"[0.0, 0.0, 1023.7, 524.2]",0,5258,0.0,0.0,1023.7,524.2,1023.7,524.2,511.85,262.1,1.9528805799313238
5259,1084,1,15336.45,"[925.1, 626.0, 98.5, 155.7]",0,5259,925.1,626.0,98.5,155.7,1023.6,781.7,974.35,703.85,0.6326268464996789
5260,1084,1,1858.4,"[973.2, 667.2, 50.5, 36.8]",0,5260,973.2,667.2,50.5,36.8,1023.7,704.0,998.45,685.6,1.3722826086956523
5261,1084,1,3545.35,"[950.5, 645.1, 73.1, 48.5]",0,5261,950.5,645.1,73.1,48.5,1023.6,693.6,987.05,669.35,1.5072164948453608
5262,1084,1,2421.0,"[969.8, 640.0, 53.8, 45.0]",0,5262,969.8,640.0,53.8,45.0,1023.5999999999999,685.0,996.6999999999999,662.5,1.1955555555555555
5263,1085,5,64986.96,"[249.9, 325.1, 154.4, 420.9]",0,5263,249.9,325.1,154.4,420.9,404.3,746.0,327.1,535.55,0.3668329769541459
5264,1085,2,34171.2,"[736.0, 652.2, 180.8, 189.0]",0,5264,736.0,652.2,180.8,189.0,916.8,841.2,826.4,746.7,0.9566137566137567
5265,1085,0,20005.7,"[552.1, 207.2, 143.0, 139.9]",0,5265,552.1,207.2,143.0,139.9,695.1,347.1,623.6,277.15,1.0221586847748392
5266,1085,0,9559.62,"[939.4, 388.4, 84.3, 113.4]",0,5266,939.4,388.4,84.3,113.4,1023.6999999999999,501.79999999999995,981.55,445.09999999999997,0.7433862433862434
5267,1086,0,285366.03,"[202.4, 264.1, 536.1, 532.3]",0,5267,202.4,264.1,536.1,532.3,738.5,796.4,470.45000000000005,530.25,1.0071388314860044
5268,1087,7,33169.2,"[852.1, 0.0, 157.2, 211.0]",0,5268,852.1,0.0,157.2,211.0,1009.3,211.0,930.7,105.5,0.7450236966824644
5269,1087,7,8085.0,"[784.3, 100.9, 110.0, 73.5]",0,5269,784.3,100.9,110.0,73.5,894.3,174.4,839.3,137.65,1.4965986394557824
5270,1087,7,12602.78,"[950.3, 159.5, 73.4, 171.7]",0,5270,950.3,159.5,73.4,171.7,1023.6999999999999,331.2,987.0,245.35,0.4274898078043099
5271,1087,7,68391.18,"[688.3, 140.2, 265.7, 257.4]",0,5271,688.3,140.2,265.7,257.4,954.0,397.59999999999997,821.15,268.9,1.0322455322455324
5272,1087,1,13693.62,"[887.6, 309.2, 94.7, 144.6]",0,5272,887.6,309.2,94.7,144.6,982.3000000000001,453.79999999999995,934.95,381.5,0.6549100968188105
5273,1087,7,32235.14,"[721.8, 490.0, 181.3, 177.8]",0,5273,721.8,490.0,181.3,177.8,903.0999999999999,667.8,812.4499999999999,578.9,1.0196850393700787
5274,1087,0,1216.04,"[654.7, 608.2, 40.4, 30.1]",0,5274,654.7,608.2,40.4,30.1,695.1,638.3000000000001,674.9000000000001,623.25,1.3421926910299002
5275,1087,5,23033.88,"[772.6, 349.5, 130.8, 176.1]",0,5275,772.6,349.5,130.8,176.1,903.4000000000001,525.6,838.0,437.55,0.7427597955706986
5276,1087,7,114533.45,"[525.2, 258.0, 308.3, 371.5]",0,5276,525.2,258.0,308.3,371.5,833.5,629.5,679.35,443.75,0.8298788694481831
5277,1087,1,117320.58,"[250.9, 0.0, 360.1, 325.8]",0,5277,250.9,0.0,360.1,325.8,611.0,325.8,430.95000000000005,162.9,1.105279312461633
5278,1087,1,39590.68,"[324.3, 209.6, 184.4, 214.7]",0,5278,324.3,209.6,184.4,214.7,508.70000000000005,424.29999999999995,416.5,316.95,0.8588728458313927
5279,1087,5,19690.35,"[167.9, 414.1, 88.1, 223.5]",0,5279,167.9,414.1,88.1,223.5,256.0,637.6,211.95,525.85,0.3941834451901566
5280,1087,5,11544.0,"[165.3, 440.2, 80.0, 144.3]",0,5280,165.3,440.2,80.0,144.3,245.3,584.5,205.3,512.35,0.5544005544005544
5281,1087,5,7905.78,"[183.4, 419.9, 52.6, 150.3]",0,5281,183.4,419.9,52.6,150.3,236.0,570.2,209.70000000000002,495.04999999999995,0.3499667332002661
5282,1087,1,358270.68,"[194.0, 306.1, 530.3, 675.6]",0,5282,194.0,306.1,530.3,675.6,724.3,981.7,459.15,643.9000000000001,0.7849319123741858
5283,1087,1,42583.1,"[505.4, 312.2, 239.5, 177.8]",0,5283,505.4,312.2,239.5,177.8,744.9,490.0,625.15,401.1,1.3470191226096737
5284,1087,1,4057.04,"[394.4, 397.2, 107.9, 37.6]",0,5284,394.4,397.2,107.9,37.6,502.29999999999995,434.8,448.34999999999997,416.0,2.86968085106383
5285,1087,2,16216.2,"[256.3, 518.4, 78.0, 207.9]",0,5285,256.3,518.4,78.0,207.9,334.3,726.3,295.3,622.35,0.37518037518037517
5286,1087,2,7896.56,"[318.2, 430.4, 47.2, 167.3]",0,5286,318.2,430.4,47.2,167.3,365.4,597.7,341.8,514.05,0.2821279139270771
5287,1087,1,5590.2,"[754.5, 791.4, 66.0, 84.7]",0,5287,754.5,791.4,66.0,84.7,820.5,876.1,787.5,833.75,0.7792207792207791
5288,1087,5,1194.96,"[431.2, 308.5, 38.3, 31.2]",0,5288,431.2,308.5,38.3,31.2,469.5,339.7,450.34999999999997,324.1,1.2275641025641024
5289,1088,1,960.48,"[727.4, 195.0, 36.8, 26.1]",0,5289,727.4,195.0,36.8,26.1,764.1999999999999,221.1,745.8,208.05,1.4099616858237547
5290,1088,7,176464.28,"[0.0, 265.8, 325.1, 542.8]",0,5290,0.0,265.8,325.1,542.8,325.1,808.5999999999999,162.55,537.2,0.5989314664701548
5291,1088,7,39439.17,"[407.4, 167.3, 213.3, 184.9]",0,5291,407.4,167.3,213.3,184.9,620.7,352.20000000000005,514.05,259.75,1.153596538669551
5292,1088,1,5226.65,"[896.8, 73.8, 55.9, 93.5]",0,5292,896.8,73.8,55.9,93.5,952.6999999999999,167.3,924.75,120.55,0.597860962566845
5293,1088,7,2879.45,"[906.2, 68.7, 66.5, 43.3]",0,5293,906.2,68.7,66.5,43.3,972.7,112.0,939.45,90.35,1.535796766743649
5294,1088,7,224410.2,"[600.6, 423.3, 416.5, 538.8]",0,5294,600.6,423.3,416.5,538.8,1017.1,962.0999999999999,808.85,692.7,0.7730141054194507
5295,1088,7,182245.1,"[298.2, 257.7, 363.4, 501.5]",0,5295,298.2,257.7,363.4,501.5,661.5999999999999,759.2,479.9,508.45,0.7246261216350947
5296,1088,0,3906.76,"[523.4, 283.1, 68.3, 57.2]",0,5296,523.4,283.1,68.3,57.2,591.6999999999999,340.3,557.55,311.70000000000005,1.194055944055944
5297,1089,0,343603.68,"[139.5, 246.1, 626.1, 548.8]",0,5297,139.5,246.1,626.1,548.8,765.6,794.9,452.55,520.5,1.1408527696793005
5298,1090,7,5987.52,"[808.6, 369.3, 92.4, 64.8]",0,5298,808.6,369.3,92.4,64.8,901.0,434.1,854.8000000000001,401.7,1.425925925925926
5299,1090,0,201845.93,"[120.2, 365.7, 742.9, 271.7]",0,5299,120.2,365.7,742.9,271.7,863.1,637.4,491.65,501.54999999999995,2.734265734265734
5300,1091,9,34884.85,"[332.2, 839.4, 243.1, 143.5]",0,5300,332.2,839.4,243.1,143.5,575.3,982.9,453.75,911.15,1.6940766550522648
5301,1091,0,448210.6,"[293.2, 21.1, 547.6, 818.5]",0,5301,293.2,21.1,547.6,818.5,840.8,839.6,567.0,430.35,0.6690287110568113
5302,1092,1,317412.45,"[226.5, 233.7, 639.3, 496.5]",0,5302,226.5,233.7,639.3,496.5,865.8,730.2,546.15,481.95,1.2876132930513595
5303,1092,0,10145.85,"[804.2, 0.0, 181.5, 55.9]",0,5303,804.2,0.0,181.5,55.9,985.7,55.9,894.95,27.95,3.2468694096601074
5304,1093,0,77501.81,"[101.2, 517.6, 772.7, 100.3]",0,5304,101.2,517.6,772.7,100.3,873.9000000000001,617.9,487.55,567.75,7.703888334995016
5305,1093,5,47116.59,"[546.2, 401.5, 174.7, 269.7]",0,5305,546.2,401.5,174.7,269.7,720.9000000000001,671.2,633.5500000000001,536.35,0.6477567667779014
5306,1094,3,159764.85,"[244.8, 421.3, 529.9, 301.5]",0,5306,244.8,421.3,529.9,301.5,774.7,722.8,509.75,572.05,1.7575456053067993
5307,1095,5,144803.52,"[355.9, 267.7, 328.8, 440.4]",0,5307,355.9,267.7,328.8,440.4,684.7,708.0999999999999,520.3,487.9,0.7465940054495913
5308,1095,0,17780.4,"[547.9, 54.1, 79.2, 224.5]",0,5308,547.9,54.1,79.2,224.5,627.1,278.6,587.5,166.35,0.35278396436525616
5309,1095,1,5881.86,"[797.5, 428.2, 73.8, 79.7]",0,5309,797.5,428.2,73.8,79.7,871.3,507.9,834.4,468.05,0.9259723964868255
5310,1095,1,35669.56,"[643.7, 459.4, 206.9, 172.4]",0,5310,643.7,459.4,206.9,172.4,850.6,631.8,747.1500000000001,545.6,1.2001160092807424
5311,1095,1,4658.13,"[803.6, 363.9, 65.7, 70.9]",0,5311,803.6,363.9,65.7,70.9,869.3000000000001,434.79999999999995,836.45,399.34999999999997,0.926657263751763
5312,1096,1,103191.81,"[313.6, 372.1, 281.1, 367.1]",0,5312,313.6,372.1,281.1,367.1,594.7,739.2,454.15000000000003,555.6500000000001,0.7657314083356034
5313,1097,7,51001.54,"[570.2, 195.3, 303.4, 168.1]",0,5313,570.2,195.3,303.4,168.1,873.6,363.4,721.9000000000001,279.35,1.8048780487804876
